Hole_ID,Mo,Nb,Zr,Sr,Rb,Th,Pb,Ars,Ta,Zn,Cu,Ni,Co,Fe,Mn,Cr,V,Ti,Sc,Ca,K,S,Ba,Cs,Ag,Nb_Zr,V_Zr,Ti_Zr,Sc_Zr,Sr_Zr,Ta_Zr,Ca_Zr,K_Zr,Rb_Zr,Mn_Zr,Cs_Zr,Zn_Zr,Fe_Zr,Ni_Zr,Co_Zr,Cu_Zr,L1_Niton,L2_Niton,Ox_Niton,Au_Total,MagSus,Au,Au_Tails,Solid_L1,Recovery
1138596,5,0,199,152,52,4,7,409,0,35,36,26,163,45608,727,214,172,2807,45,6306,16140,349,784,18,5,0,0.86,14,0.23,0.76,0,31.7,81,0.26,3.65,0,0.18,229,0.13,0.82,0.18,S4,sp,Ox,0.173,0.16,0.148,0.025,S4,0.831081081
1138597,2,0,189,169,51,4,7,340,0,45,16,26,163,42763,531,218,152,2749,45,6188,14850,349,690,18,5,0,0.8,15,0.24,0.89,0,32.7,79,0.27,2.81,0,0.24,226,0.14,0.86,0.08,S4,sp,Ox,0.349,0.2,0.322,0.027,S4,0.916149068
1138604,14,0,273,684,63,11,18,109,0,47,16,26,163,23170,417,49,111,3377,171,15314,11165,349,944,41,5,0,0.41,12,0.63,2.51,0,56.1,41,0.23,1.53,0,0.17,85,0.1,0.6,0.06,S3,sr,Tr,0.18,0.3,0.139,0.041,S4,0.705035971
1138606,8,0,290,427,54,9,7,287,0,49,16,26,163,39234,708,259,125,3059,301,28531,8808,349,556,41,5,0,0.43,11,1.04,1.47,0,98.4,30,0.19,2.44,0,0.17,135,0.09,0.56,0.06,S4,sr,Tr,0.149,0.4,0.111,0.038,S4,0.657657658
1138607,7,0,243,457,72,4,7,299,0,44,16,26,163,43542,709,226,153,3148,120,14495,11674,349,577,18,5,0,0.63,13,0.49,1.88,0,59.7,48,0.3,2.92,0,0.18,179,0.11,0.67,0.07,S4,sr,Tr,0.429,0.29,0.415,0.014,S4,0.96626506
1138608,6,0,204,308,68,4,7,714,0,55,16,26,163,40072,780,212,136,2842,135,12415,13982,349,676,18,5,0,0.67,14,0.66,1.51,0,60.9,69,0.33,3.82,0,0.27,196,0.13,0.8,0.08,S4,sr,Tr,0.607,0.01,0.586,0.021,S4,0.964163823
1138609,6,0,213,283,76,4,7,449,0,45,48,26,163,45837,945,239,144,3244,45,10484,15214,349,697,18,5,0,0.68,15,0.21,1.33,0,49.2,71,0.36,4.44,0,0.21,215,0.12,0.77,0.23,S4,sr,Tr,1.551,0.02,1.49,0.061,S4,0.959060403
1138610,5,0,195,275,86,4,7,543,0,59,36,26,163,45361,603,199,162,3351,45,9346,19280,349,945,18,5,0,0.83,17,0.23,1.41,0,47.9,99,0.44,3.09,0,0.3,233,0.13,0.84,0.18,S4,sr,Tr,0.246,0.24,0.198,0.048,S4,0.757575758
1138611,7,0,198,364,62,4,7,1072,0,47,16,26,163,37734,643,200,147,3317,172,11854,16378,349,836,47,5,0,0.74,17,0.87,1.84,0,59.9,83,0.31,3.25,0,0.24,191,0.13,0.82,0.08,S4,sr,Tr,0.232,0.02,0.219,0.013,S4,0.940639269
1138612,8,0,213,286,76,4,7,532,0,49,16,26,163,46820,821,223,155,3217,160,11889,17276,349,943,38,5,0,0.73,15,0.75,1.34,0,55.8,81,0.36,3.85,0,0.23,220,0.12,0.77,0.08,S4,sr,Tr,0.372,0.23,0.334,0.038,S4,0.886227545
1138616,2,0,224,745,79,4,16,634,0,51,16,26,163,36171,563,135,111,3398,195,17354,14332,730,1183,57,5,0,0.5,15,0.87,3.33,0,77.5,64,0.35,2.51,0,0.23,161,0.12,0.73,0.07,S4,sr,Tr,0.435,0.28,0.409,0.026,S4,0.936430318
1138617,5,0,234,429,73,4,7,434,0,35,32,26,163,36559,467,164,128,3271,45,11173,16866,812,904,48,5,0,0.55,14,0.19,1.83,0,47.8,72,0.31,2,0,0.15,156,0.11,0.7,0.14,S4,sr,Tr,0.369,0.86,0.32,0.049,S4,0.846875
1138619,6,0,207,369,51,4,7,365,0,47,16,26,163,46996,644,200,166,3518,151,10271,13725,1131,526,18,5,0,0.8,17,0.73,1.78,0,49.6,66,0.25,3.11,0,0.23,227,0.13,0.79,0.08,S4,sr,Tr,1.201,0.02,1.119,0.082,S4,0.926720286
1138620,7,0,214,354,65,4,14,1809,0,40,16,26,163,39753,502,195,139,3339,123,8725,16698,349,706,48,5,0,0.65,16,0.57,1.65,0,40.8,78,0.3,2.35,0,0.19,186,0.12,0.76,0.07,S4,sr,Tr,0.326,0.39,0.266,0.06,S4,0.77443609
1138621,8,0,205,261,63,4,7,270,0,45,16,26,163,46426,837,223,176,3376,45,7468,16749,349,810,45,5,0,0.86,16,0.22,1.27,0,36.4,82,0.31,4.08,0,0.22,226,0.13,0.8,0.08,S4,sr,Tr,0.146,0.43,0.107,0.039,S4,0.635514019
1138624,2,0,194,269,56,4,15,607,0,41,16,26,163,45105,1223,183,152,2799,45,9225,13646,349,844,46,5,0,0.78,14,0.23,1.39,0,47.6,70,0.29,6.3,0,0.21,233,0.13,0.84,0.08,S4,sr,Tr,0.468,0.29,0.429,0.039,S4,0.909090909
1138627,6,0,190,275,57,4,7,59,0,46,16,26,163,36699,587,209,133,2905,120,9707,14193,1084,699,60,5,0,0.7,15,0.63,1.45,0,51.1,75,0.3,3.09,0,0.24,193,0.14,0.86,0.08,S4,fr,Fr,0.276,0.4,0.263,0.013,S4,0.950570342
1138628,5,0,216,262,62,4,15,372,0,40,16,26,163,39870,593,234,137,2964,45,9063,15610,1092,670,39,5,0,0.63,14,0.21,1.21,0,42,72,0.29,2.75,0,0.19,185,0.12,0.75,0.07,S4,fr,Fr,0.496,0.02,0.438,0.058,S4,0.867579909
1138629,6,0,164,28,24,4,7,247,0,8,16,26,163,40958,793,206,119,2370,45,1753,6157,349,326,18,5,0,0.73,14,0.27,0.17,0,10.7,38,0.15,4.84,0,0.05,250,0.16,0.99,0.1,R,c,R,0.125,0.43,0.113,0.012,R,0.89380531
1138630,5,0,250,52,54,4,22,469,0,17,34,26,163,68229,1440,322,179,3508,45,2117,9327,349,563,18,5,0,0.72,14,0.18,0.21,0,8.5,37,0.22,5.76,0,0.07,273,0.1,0.65,0.14,S4,sp,Ox,0.139,0.21,0.121,0.018,R,0.851239669
1138642,6,0,261,107,120,4,21,1198,0,116,16,26,163,29738,451,133,126,3403,45,2035,15400,349,871,18,5,0,0.48,13,0.17,0.41,0,7.8,59,0.46,1.73,0,0.44,114,0.1,0.62,0.06,S3,sp,Ox,1.279,0.1,1.231,0.048,S4,0.961007311
1138646,5,0,233,125,137,4,21,2827,0,100,16,26,163,49596,625,256,163,4432,45,2839,16343,349,594,18,5,0,0.7,19,0.19,0.54,0,12.2,70,0.59,2.68,0,0.43,213,0.11,0.7,0.07,S4,sp,Ox,2.205,0.21,2.131,0.074,S4,0.965274519
1138647,2,0,255,176,150,4,22,901,0,106,16,26,163,38277,382,179,165,4578,45,2049,15017,349,872,18,5,0,0.65,18,0.18,0.69,0,8,59,0.59,1.5,0,0.42,150,0.1,0.64,0.06,S4,sp,Ox,0.36,0.22,0.332,0.028,S4,0.915662651
1138648,4,0,160,89,76,4,7,2788,0,62,16,26,163,36283,402,204,135,3089,45,2494,12496,349,703,18,5,0,0.84,19,0.28,0.56,0,15.6,78,0.48,2.51,0,0.39,227,0.16,1.02,0.1,S4,sp,Ox,3.245,0.67,3.117,0.128,S4,0.958934873
1138649,8,0,195,418,75,4,16,2763,0,60,44,26,163,48884,610,169,126,3571,45,6171,15322,1190,833,18,5,0,0.65,18,0.23,2.14,0,31.7,79,0.38,3.13,0,0.31,251,0.13,0.84,0.23,S4,sp,Ox,1.147,0.28,1.01,0.137,S4,0.864356436
1138650,2,0,188,311,61,4,15,1105,0,48,41,26,163,54789,916,295,188,3642,45,6473,13853,349,906,18,5,0,1,19,0.24,1.65,0,34.4,74,0.32,4.87,0,0.26,291,0.14,0.87,0.22,S4,sp,Ox,0.527,0.3,0.454,0.073,S4,0.839207048
1138656,5,0,246,680,72,8,7,853,0,56,16,26,163,36284,444,126,117,3143,94,8974,16441,349,1375,18,5,0,0.48,13,0.38,2.76,0,36.5,67,0.29,1.8,0,0.23,148,0.11,0.66,0.07,S3,sp,Ox,0.439,0.35,0.387,0.052,S4,0.865633075
1138660,2,0,205,524,74,4,14,849,0,39,34,26,163,35116,411,191,121,3310,45,8275,17698,349,900,18,5,0,0.59,16,0.22,2.56,0,40.4,86,0.36,2,0,0.19,171,0.13,0.8,0.17,S4,sp,Ox,0.204,0.26,0.177,0.027,S4,0.847457627
1138662,6,0,189,540,80,4,18,2660,0,62,39,26,163,41943,628,138,157,3221,45,7888,16580,349,1110,18,5,0,0.83,17,0.24,2.86,0,41.7,88,0.42,3.32,0,0.33,222,0.14,0.86,0.21,S3,sp,Ox,0.215,0.36,0.178,0.037,S4,0.792134831
1138665,5,0,249,674,86,4,20,1254,0,79,16,26,163,48433,3484,152,119,3405,45,12847,14522,349,1613,18,5,0,0.48,14,0.18,2.71,0,51.6,58,0.35,13.99,0,0.32,195,0.1,0.65,0.06,S4,sp,Ox,0.144,0.24,0.113,0.031,S4,0.725663717
1138667,2,0,151,466,59,4,15,1525,0,36,16,26,163,30569,611,147,124,2640,45,10194,15690,349,896,18,5,0,0.82,17,0.3,3.09,0,67.5,104,0.39,4.05,0,0.24,202,0.17,1.08,0.11,S4,sr,Tr,0.689,0.63,0.657,0.032,S4,0.95129376
1138668,2,0,199,501,82,4,16,884,0,51,41,26,163,47816,698,202,147,3382,45,10825,17694,349,999,18,5,0,0.74,17,0.23,2.52,0,54.4,89,0.41,3.51,0,0.26,240,0.13,0.82,0.21,S4,sr,Tr,2.392,0.37,2.297,0.095,S4,0.958641707
1138669,5,0,174,493,75,4,19,2118,0,31,16,26,163,37064,571,179,147,3144,45,10544,17666,349,1187,18,5,0,0.84,18,0.26,2.83,0,60.6,102,0.43,3.28,0,0.18,213,0.15,0.94,0.09,S4,sr,Tr,0.155,0.54,0.132,0.023,S4,0.825757576
1138670,5,0,118,234,50,4,7,1707,0,35,16,26,163,27847,481,149,90,2140,45,8930,11319,349,571,18,5,0,0.76,18,0.38,1.98,0,75.7,96,0.42,4.08,0,0.3,236,0.22,1.38,0.14,S4,sr,Tr,0.566,1.28,0.536,0.03,S4,0.944029851
1138671,2,0,168,473,80,4,16,3978,0,37,16,26,163,37622,619,199,149,2769,152,14962,13415,349,857,18,5,0,0.89,16,0.9,2.82,0,89.1,80,0.48,3.68,0,0.22,224,0.15,0.97,0.1,S4,sr,Tr,0.215,0.41,0.188,0.027,S4,0.856382979
1138672,6,0,176,422,62,4,7,382,0,26,16,26,163,35647,645,203,109,2056,143,13167,9792,349,474,40,5,0,0.62,12,0.81,2.4,0,74.8,56,0.35,3.66,0,0.15,203,0.15,0.93,0.09,S4,sr,Tr,1.288,0.4,1.235,0.053,S4,0.95708502
1138674,5,0,201,305,57,4,7,246,0,46,16,26,163,38305,640,194,141,2753,95,9441,14075,349,738,18,5,0,0.7,14,0.47,1.52,0,47,70,0.28,3.18,0,0.23,191,0.13,0.81,0.08,S4,sr,Tr,0.152,0.63,0.113,0.039,S4,0.654867257
1138675,2,0,203,365,67,4,14,285,0,41,16,26,163,39349,720,183,131,2933,45,9926,14954,349,647,18,5,0,0.65,14,0.22,1.8,0,48.9,74,0.33,3.55,0,0.2,194,0.13,0.8,0.08,S4,sr,Tr,0.232,0.7,0.213,0.019,S4,0.910798122
1138678,6,0,278,857,69,4,17,425,0,43,16,26,163,32910,572,94,103,2965,126,14668,17054,349,1344,18,5,0,0.37,11,0.45,3.08,0,52.8,61,0.25,2.06,0,0.15,118,0.09,0.59,0.06,S4,sr,Tr,0.155,0.19,0.116,0.039,S4,0.663793103
1138679,2,0,255,732,75,4,15,263,0,49,16,26,163,37504,681,104,123,3381,154,18554,15194,349,1062,56,5,0,0.48,13,0.6,2.87,0,72.8,60,0.29,2.67,0,0.19,147,0.1,0.64,0.06,S4,sr,Tr,0.155,0.19,0.116,0.039,S4,0.663793103
1138683,2,0,228,195,128,4,22,817,0,50,16,26,163,50177,430,198,157,3990,45,3583,20406,349,742,18,5,0,0.69,18,0.2,0.86,0,15.7,90,0.56,1.89,0,0.22,220,0.11,0.71,0.07,S4,sp,Ox,1.146,0.8,1.08,0.066,S4,0.938888889
1138685,7,0,201,175,163,4,7,707,0,53,36,26,163,53021,583,227,162,3963,45,3083,25785,349,827,18,5,0,0.81,20,0.22,0.87,0,15.3,128,0.81,2.9,0,0.26,264,0.13,0.81,0.18,S4,sp,Ox,0.693,0.27,0.625,0.068,S4,0.8912
1138686,6,0,205,152,181,4,7,806,0,71,16,26,163,66511,861,210,179,4203,45,3525,26045,349,862,18,5,0,0.87,21,0.22,0.74,0,17.2,127,0.88,4.2,0,0.35,324,0.13,0.8,0.08,S4,sp,Ox,0.347,0.2,0.314,0.033,S4,0.894904459
1138687,5,0,233,205,157,4,15,863,0,62,33,26,163,55209,665,233,176,4231,45,3061,22239,349,721,18,5,0,0.76,18,0.19,0.88,0,13.1,95,0.67,2.85,0,0.27,237,0.11,0.7,0.14,S4,sp,Ox,0.273,0.14,0.247,0.026,S4,0.894736842
1138688,9,0,226,243,125,4,7,1050,0,56,41,26,163,53306,618,212,163,3891,45,3494,22615,349,786,18,5,0,0.72,17,0.2,1.08,0,15.5,100,0.55,2.73,0,0.25,236,0.12,0.72,0.18,S4,sp,Ox,0.679,0.19,0.627,0.052,S4,0.917065391
1138689,6,0,257,297,132,4,16,736,0,64,16,26,163,43909,705,138,161,4350,45,3868,18512,349,1097,18,5,0,0.63,17,0.18,1.16,0,15.1,72,0.51,2.74,0,0.25,171,0.1,0.63,0.06,S3,sp,Ox,0.229,0.05,0.191,0.038,S4,0.80104712
1138690,8,0,312,630,115,9,19,303,0,57,16,26,163,31591,462,58,142,4409,45,6547,15153,349,1364,18,5,0,0.46,14,0.14,2.02,0,21,49,0.37,1.48,0,0.18,101,0.08,0.52,0.05,S3,sp,Ox,0.147,0.15,0.116,0.031,S4,0.732758621
1138692,4,0,317,231,131,10,19,585,0,61,16,26,163,37109,393,107,136,4415,45,2227,15024,349,1421,18,5,0,0.43,14,0.14,0.73,0,7,47,0.41,1.24,0,0.19,117,0.08,0.51,0.05,S3,sp,Ox,0.154,0.04,0.122,0.032,S4,0.737704918
1138694,8,0,295,210,145,11,25,716,0,54,16,26,163,34087,417,135,146,4040,45,1775,13043,349,920,18,5,0,0.49,14,0.15,0.71,0,6,44,0.49,1.41,0,0.18,116,0.09,0.55,0.05,S3,sp,Ox,0.286,0.14,0.254,0.032,S4,0.874015748
1138696,2,0,253,222,120,4,19,777,0,62,16,26,163,40957,457,158,147,4413,45,1747,14770,349,769,18,5,0,0.58,17,0.18,0.88,0,6.9,58,0.47,1.81,0,0.25,162,0.1,0.64,0.06,S3,sp,Ox,0.371,0.13,0.33,0.041,S4,0.875757576
1138697,6,0,229,124,107,4,7,913,0,54,16,26,163,51197,849,233,159,3743,45,1775,14828,349,560,18,5,0,0.69,16,0.2,0.54,0,7.8,65,0.47,3.71,0,0.24,224,0.11,0.71,0.07,S3,sp,Ox,1.016,0.1,0.953,0.063,S4,0.93389297
1138700,8,0,237,494,109,4,18,833,0,42,16,26,351,51199,760,209,182,3559,45,5749,22132,349,1478,18,5,0,0.77,15,0.19,2.08,0,24.3,93,0.46,3.21,0,0.18,216,0.11,1.48,0.07,S4,sp,Ox,0.287,0.23,0.227,0.06,S4,0.735682819
1138702,2,0,190,441,111,4,28,2100,0,46,39,26,163,57266,721,253,185,3720,45,7357,21716,349,1100,38,5,0,0.97,20,0.24,2.32,0,38.7,114,0.58,3.79,0,0.24,301,0.14,0.86,0.21,S4,sp,Ox,0.592,0.23,0.543,0.049,S4,0.909760589
1138705,5,0,212,399,83,4,20,330,0,52,45,26,163,47143,653,220,145,3824,45,9036,18492,349,726,18,5,0,0.68,18,0.21,1.88,0,42.6,87,0.39,3.08,0,0.25,222,0.12,0.77,0.21,S3,sp,Ox,0.243,0.27,0.219,0.024,S4,0.890410959
1138707,4,0,280,369,56,4,7,328,0,33,16,26,163,30743,458,192,124,2994,117,10858,11180,349,571,18,5,0,0.44,11,0.42,1.32,0,38.8,40,0.2,1.64,0,0.12,110,0.09,0.58,0.06,S3,sp,Ox,0.216,0.23,0.179,0.037,S4,0.793296089
1138708,4,0,203,341,67,4,14,712,0,49,16,26,163,40191,576,198,150,3083,108,9060,15859,349,829,18,5,0,0.74,15,0.53,1.68,0,44.6,78,0.33,2.84,0,0.24,198,0.13,0.8,0.08,S3,sp,Ox,0.134,0.09,0.104,0.03,S4,0.711538462
1138712,6,0,167,159,81,4,7,557,0,54,45,26,163,53411,928,168,154,2884,45,4953,25258,349,1046,18,5,0,0.92,17,0.27,0.95,0,29.7,151,0.49,5.56,0,0.32,320,0.16,0.98,0.27,S4,sr,Tr,0.299,0.19,0.239,0.06,S4,0.748953975
1138713,4,0,189,364,125,4,16,534,0,65,50,26,356,56737,891,211,171,3280,45,7418,25907,349,1287,38,5,0,0.9,17,0.24,1.93,0,39.3,137,0.66,4.71,0,0.34,300,0.14,1.88,0.26,S4,sr,Tr,0.151,0.22,0.128,0.023,S4,0.8203125
1138717,5,0,209,387,70,4,7,237,0,41,16,59,163,39634,900,176,132,3075,94,13092,14581,349,674,41,5,0,0.63,15,0.45,1.85,0,62.6,70,0.33,4.31,0,0.2,190,0.28,0.78,0.08,S4,sr,Tr,1.226,0.47,1.167,0.059,S4,0.949443016
1138718,4,0,192,479,52,4,7,176,0,40,16,26,163,30297,743,60,104,2667,122,15469,12588,349,764,18,5,0,0.54,14,0.64,2.49,0,80.6,66,0.27,3.87,0,0.21,158,0.14,0.85,0.08,S4,sr,Tr,0.142,0.67,0.12,0.022,S4,0.816666667
1138721,4,0,192,361,44,4,7,178,0,34,16,26,163,34602,516,205,136,2876,45,10739,12217,349,643,42,5,0,0.71,15,0.23,1.88,0,55.9,64,0.23,2.69,0,0.18,180,0.14,0.85,0.08,S4,sr,Tr,1.195,0.64,1.154,0.041,S4,0.964471404
1138722,2,0,216,374,50,4,14,200,0,54,16,26,163,37122,519,194,153,3123,113,12317,12719,349,635,18,5,0,0.71,14,0.52,1.73,0,57,59,0.23,2.4,0,0.25,172,0.12,0.75,0.07,S4,sr,Tr,0.189,0.52,0.148,0.041,S4,0.722972973
1138735,2,0,253,78,64,4,7,320,0,33,54,26,163,51544,346,216,168,3480,45,1006,9376,349,321,18,5,0,0.66,14,0.18,0.31,0,4,37,0.25,1.37,0,0.13,204,0.1,0.64,0.21,R,c,R,0.578,0.05,0.548,0.03,R,0.945255474
1138736,2,0,202,62,86,4,15,259,0,40,16,26,163,47067,472,240,150,4164,45,4825,13005,349,381,18,5,0,0.74,21,0.22,0.31,0,23.9,64,0.43,2.34,0,0.2,233,0.13,0.81,0.08,R,c,R,0.292,0.17,0.282,0.01,R,0.964539007
1138737,6,0,235,57,127,4,7,288,0,55,33,26,163,58850,536,230,181,4307,45,4181,20898,349,738,18,5,0,0.77,18,0.19,0.24,0,17.8,89,0.54,2.28,0,0.23,250,0.11,0.69,0.14,S4,sp,Ox,0.354,0.21,0.324,0.03,S4,0.907407407
1138738,5,0,245,60,131,4,7,234,0,43,40,26,163,54332,552,239,170,4474,45,3684,25276,349,896,18,5,0,0.69,18,0.18,0.24,0,15,103,0.53,2.25,0,0.18,222,0.11,0.67,0.16,S4,sp,Ox,0.129,0.21,0.107,0.022,S4,0.794392523
1138740,2,0,237,60,92,4,7,151,0,60,16,26,163,30896,599,146,118,3264,45,1130,15452,349,608,18,5,0,0.5,14,0.19,0.25,0,4.8,65,0.39,2.53,0,0.25,130,0.11,0.69,0.07,S4,sp,Ox,0.715,0.21,0.665,0.05,S4,0.92481203
1138741,2,0,219,120,83,4,15,377,0,47,16,26,163,43999,534,191,173,3805,45,1603,18779,349,571,18,5,0,0.79,17,0.21,0.55,0,7.3,86,0.38,2.44,0,0.21,201,0.12,0.74,0.07,S4,sp,Ox,0.697,0.26,0.647,0.05,S4,0.922720247
1138742,7,0,161,49,49,4,7,521,0,31,16,26,163,30407,472,127,112,3282,45,1035,12113,349,236,18,5,0,0.7,20,0.28,0.3,0,6.4,75,0.3,2.93,0,0.19,189,0.16,1.01,0.1,S4,sp,Ox,0.229,0.29,0.219,0.01,S4,0.9543379
1138743,2,0,218,139,102,4,15,433,0,60,16,26,163,43632,750,142,157,4267,45,1874,15492,349,566,18,5,0,0.72,20,0.21,0.64,0,8.6,71,0.47,3.44,0,0.28,200,0.12,0.75,0.07,S4,sp,Ox,0.459,0.2,0.419,0.04,S4,0.904534606
1138744,2,0,240,457,103,4,7,130,0,67,16,26,163,41280,659,54,126,4086,129,10021,15550,349,761,18,5,0,0.53,17,0.54,1.9,0,41.8,65,0.43,2.75,0,0.28,172,0.11,0.68,0.07,S4,sp,Ox,0.169,0.14,0.145,0.024,S4,0.834482759
1138748,2,0,204,224,80,4,7,377,0,49,16,26,163,42518,439,177,129,3598,45,6500,18363,349,836,18,5,0,0.63,18,0.22,1.1,0,31.9,90,0.39,2.15,0,0.24,208,0.13,0.8,0.08,S4,sp,Ox,0.613,0.04,0.573,0.04,S4,0.930191972
1138749,2,0,212,426,97,4,7,501,0,55,44,26,163,47998,566,211,149,3657,115,8672,21368,349,1214,18,5,0,0.7,17,0.54,2.01,0,40.9,101,0.46,2.67,0,0.26,226,0.12,0.77,0.21,S4,sp,Ox,0.534,0.18,0.514,0.02,S4,0.961089494
1138750,2,0,246,589,92,4,7,1323,0,61,16,26,163,49168,701,175,151,4006,182,13916,18750,349,863,18,5,0,0.61,16,0.74,2.39,0,56.6,76,0.37,2.85,0,0.25,200,0.11,0.66,0.07,S3,sp,Ox,0.131,0.22,0.101,0.03,S4,0.702970297
1138754,2,0,183,288,88,4,7,168,0,43,32,26,163,39746,418,219,140,3305,45,7003,23784,349,864,18,5,0,0.77,18,0.25,1.57,0,38.3,130,0.48,2.28,0,0.23,217,0.14,0.89,0.17,S4,sp,Ox,0.209,0.23,0.206,0.003,S4,0.985436893
1138755,2,0,198,290,94,4,7,119,0,51,16,26,163,40540,509,222,140,3415,45,7920,22729,349,923,18,5,0,0.71,17,0.23,1.46,0,40,115,0.47,2.57,0,0.26,205,0.13,0.82,0.08,S4,sp,Ox,0.218,0.18,0.215,0.003,S4,0.986046512
1138756,2,0,202,342,82,4,17,131,0,45,16,26,163,42978,566,193,139,3597,45,10728,18562,349,688,18,5,0,0.69,18,0.22,1.69,0,53.1,92,0.41,2.8,0,0.22,213,0.13,0.81,0.08,S4,sp,Ox,0.126,0.18,0.105,0.021,S4,0.8
1138757,2,0,187,293,68,4,14,115,0,34,32,26,163,39966,626,245,123,3452,45,10073,16429,349,558,18,5,0,0.66,18,0.24,1.57,0,53.9,88,0.36,3.35,0,0.18,214,0.14,0.87,0.17,S4,sp,Ox,0.456,0.23,0.436,0.02,S4,0.95412844
1138767,2,0,204,397,63,4,7,127,0,33,46,26,163,35620,590,223,134,3095,103,14173,12790,349,598,18,5,0,0.66,15,0.5,1.95,0,69.5,63,0.31,2.89,0,0.16,175,0.13,0.8,0.23,S4,sr,Tr,1.067,0.17,0.957,0.11,S4,0.885057471
1138768,2,0,186,363,78,4,7,181,0,44,16,26,163,44599,745,220,147,3334,99,12424,17951,349,892,38,5,0,0.79,18,0.53,1.95,0,66.8,97,0.42,4.01,0,0.24,240,0.14,0.88,0.09,S4,sr,Tr,0.261,0.61,0.221,0.04,S4,0.819004525
1138770,2,0,197,348,57,4,16,194,0,40,16,26,163,32864,467,182,126,2732,45,9257,16442,349,664,18,5,0,0.64,14,0.23,1.77,0,47,83,0.29,2.37,0,0.2,167,0.13,0.83,0.08,S4,sr,Tr,1.17,0.19,1.14,0.03,S4,0.973684211
1138771,5,0,177,591,71,4,15,2153,0,63,16,26,163,42591,543,202,136,3020,45,11765,16085,349,894,18,5,0,0.77,17,0.25,3.34,0,66.5,91,0.4,3.07,0,0.36,241,0.15,0.92,0.09,S4,sr,Tr,0.776,0.35,0.736,0.04,S4,0.945652174
1138772,2,0,199,778,36,4,7,3459,0,28,16,26,163,20374,322,90,93,2463,110,13760,9188,349,779,37,5,0,0.47,12,0.55,3.91,0,69.2,46,0.18,1.62,0,0.14,102,0.13,0.82,0.08,S4,sr,Tr,0.153,0.41,0.13,0.023,S4,0.823076923
1138774,2,0,150,517,61,4,7,3977,0,46,16,26,163,36850,419,187,120,2567,148,11595,12112,349,516,18,5,0,0.8,17,0.99,3.45,0,77.3,81,0.41,2.79,0,0.31,246,0.17,1.09,0.11,S4,sr,Tr,0.188,0.86,0.147,0.041,S4,0.721088435
1138779,2,0,185,322,70,4,7,208,0,52,16,26,163,49507,620,179,151,3175,45,10490,17017,349,495,18,5,0,0.82,17,0.24,1.74,0,56.7,92,0.38,3.35,0,0.28,268,0.14,0.88,0.09,S4,sr,Tr,0.354,0.21,0.314,0.04,S4,0.872611465
1138780,2,0,185,264,75,4,7,261,0,43,34,26,163,46280,790,208,149,3094,45,9788,17780,349,695,18,5,0,0.81,17,0.24,1.43,0,52.9,96,0.41,4.27,0,0.23,250,0.14,0.88,0.18,S4,sr,Tr,0.236,0.38,0.193,0.043,S4,0.777202073
1138782,6,0,173,268,79,4,7,312,0,57,63,26,163,66982,857,184,166,3268,130,9111,20115,349,807,18,5,0,0.96,19,0.75,1.55,0,52.7,116,0.46,4.95,0,0.33,387,0.15,0.94,0.36,S4,sr,Tr,0.153,0.4,0.114,0.039,S4,0.657894737
1138787,2,0,210,311,69,4,7,119,0,50,16,26,163,45747,746,205,156,3132,45,10904,15498,349,532,18,5,0,0.74,15,0.21,1.48,0,51.9,74,0.33,3.55,0,0.24,218,0.12,0.78,0.08,S4,sr,Tr,0.41,0.68,0.39,0.02,S4,0.948717949
1138788,2,0,174,235,59,4,7,68,0,45,16,26,163,45847,744,207,139,3100,93,8286,17916,349,701,18,5,0,0.8,18,0.53,1.35,0,47.6,103,0.34,4.28,0,0.26,263,0.15,0.94,0.09,S4,fr,Fr,0.374,0.83,0.322,0.052,S4,0.838509317
1138792,2,0,206,394,54,4,15,134,0,49,16,26,163,40379,674,181,127,2866,109,10741,14076,349,574,18,5,0,0.62,14,0.53,1.91,0,52.1,68,0.26,3.27,0,0.24,196,0.13,0.79,0.08,S4,fr,Fr,0.357,0.85,0.322,0.035,S4,0.891304348
1138793,6,0,329,50,45,4,16,199,0,8,16,26,163,50517,869,195,139,3723,45,1881,7511,349,420,18,5,0,0.42,11,0.14,0.15,0,5.7,23,0.14,2.64,0,0.02,154,0.08,0.5,0.05,R,a,R,0.275,0.21,0.239,0.036,R,0.849372385
1138794,7,0,230,65,54,4,26,368,0,8,46,57,163,87076,1287,334,246,4097,45,2509,15928,349,775,18,5,0,1.07,18,0.2,0.28,0,10.9,69,0.23,5.6,0,0.03,379,0.25,0.71,0.2,R,c,R,0.27,0.21,0.226,0.044,R,0.805309735
1138796,4,0,208,72,56,4,7,210,0,36,16,26,163,48912,724,248,181,3465,45,2622,16575,349,692,18,5,0,0.87,17,0.22,0.35,0,12.6,80,0.27,3.48,0,0.17,235,0.13,0.78,0.08,S4,sp,Ox,1.569,0.42,1.485,0.084,S4,0.943434343
1138797,2,0,187,44,36,4,7,99,0,25,16,26,163,37181,549,203,113,2795,45,2757,8485,349,311,18,5,0,0.6,15,0.24,0.24,0,14.7,45,0.19,2.94,0,0.13,199,0.14,0.87,0.09,S4,sp,Ox,0.481,0.35,0.427,0.054,S4,0.8735363
