Hole_ID,Mo,Nb,Zr,Sr,Rb,Th,Pb,Ars,Ta,Zn,Cu,Ni,Co,Fe,Mn,Cr,V,Ti,Sc,Ca,K,S,Ba,Cs,Ag,Nb_Zr,V_Zr,Ti_Zr,Sc_Zr,Sr_Zr,Ta_Zr,Ca_Zr,K_Zr,Rb_Zr,Mn_Zr,Cs_Zr,Zn_Zr,Fe_Zr,Ni_Zr,Co_Zr,Cu_Zr,L1_Niton,L2_Niton,Ox_Niton,Au_Total,MagSus,Au,Au_Tails,Solid_L1,Recovery
1151443,2,0,133,383,82,4,7,3908,0,68,16,133,163,28926,615,143,623,2710,196,11359,16360,349,419,43,5,0,4.68,20,1.47,2.88,0,85.4,123,0.62,4.62,0,0.51,217,1,1.23,0.12,S4,fr,Fr,0.739,0.79,0.678,0.061,S4,0.910029499
1151444,2,0,164,431,95,4,15,1279,0,72,42,160,163,33684,677,148,790,3203,196,10772,21093,5735,660,54,5,0,4.82,20,1.2,2.63,0,65.7,129,0.58,4.13,0,0.44,205,0.98,0.99,0.26,S4,fr,Fr,0.439,0.88,0.337,0.102,S4,0.697329377
1151445,2,0,194,406,102,4,17,1458,0,78,59,137,163,37495,727,174,836,3153,45,9219,24421,9286,874,50,5,0,4.31,16,0.23,2.09,0,47.5,126,0.53,3.75,0,0.4,193,0.71,0.84,0.3,S4,fr,Fr,0.689,1.51,0.608,0.081,S4,0.866776316
1151446,2,0,183,513,86,4,22,2300,0,74,56,113,163,36266,674,126,760,2931,328,10765,19448,8565,857,53,5,0,4.15,16,1.79,2.8,0,58.8,106,0.47,3.68,0,0.4,198,0.62,0.89,0.31,S4,fr,Fr,0.309,0.08,0.235,0.074,S4,0.685106383
1151453,2,0,171,383,87,4,16,106,0,65,64,152,163,35475,691,151,715,2897,369,16592,17871,9668,558,52,5,0,4.18,17,2.16,2.24,0,97,105,0.51,4.04,0,0.38,207,0.89,0.95,0.37,S4,fr,Fr,0.199,2.78,0.153,0.046,S4,0.699346405
1151455,2,0,190,213,104,4,7,72,0,76,39,136,163,40841,972,133,1077,3300,209,12701,31345,6657,705,48,5,0,5.67,17,1.1,1.12,0,66.9,165,0.55,5.12,0,0.4,215,0.72,0.86,0.21,S4,fr,Fr,1.078,0.24,0.587,0.491,S4,0.163543441
1151457,2,0,172,429,67,4,7,114,0,66,46,133,163,40132,700,106,829,3119,45,12637,20252,5319,523,46,5,0,4.82,18,0.26,2.49,0,73.5,118,0.39,4.07,0,0.38,233,0.77,0.95,0.27,S4,fr,Fr,0.219,0.08,0.17,0.049,S4,0.711764706
1151459,2,0,162,325,66,4,7,102,0,83,16,136,163,46481,822,80,972,3114,45,9550,23447,349,572,40,5,0,6,19,0.28,2.01,0,59,145,0.41,5.07,0,0.51,287,0.84,1.01,0.1,S4,fr,Fr,0.32,0.02,0.215,0.105,S4,0.511627907
1151461,2,0,160,363,74,4,7,96,0,66,54,131,163,44248,729,104,946,3166,161,10437,21520,8693,470,18,5,0,5.91,20,1.01,2.27,0,65.2,135,0.46,4.56,0,0.41,277,0.82,1.02,0.34,S4,fr,Fr,0.543,0.04,0.448,0.095,S4,0.787946429
1151465,2,0,175,297,90,4,7,114,0,63,16,105,163,35583,666,104,792,3018,171,14571,18529,8859,362,18,5,0,4.53,17,0.98,1.7,0,83.3,106,0.51,3.81,0,0.36,203,0.6,0.93,0.09,S4,fr,Fr,0.178,0.36,0.135,0.043,S4,0.681481481
1151466,2,0,175,297,90,4,7,114,0,63,16,105,163,35583,666,104,792,3018,171,14571,18529,8859,362,18,5,0,4.53,17,0.98,1.7,0,83.3,106,0.51,3.81,0,0.36,203,0.6,0.93,0.09,S4,fr,Fr,0.401,0.67,0.383,0.018,S4,0.953002611
1151468,2,0,197,562,64,4,7,6753,0,56,16,26,163,25658,459,145,105,2667,45,13666,16095,1398,924,40,5,0,0.53,14,0.23,2.85,0,69.4,82,0.32,2.33,0,0.28,130,0.13,0.83,0.08,S4,fr,Fr,0.249,8.54,0.183,0.066,S4,0.639344262
1151470,2,0,217,891,40,4,19,9437,0,49,16,26,163,24286,456,93,77,2502,45,15254,10851,1328,714,18,5,0,0.35,12,0.21,4.11,0,70.3,50,0.18,2.1,0,0.23,112,0.12,0.75,0.07,S3,fr,Fr,1.67,0.16,1.409,0.261,S4,0.814762243
1151471,2,0,212,871,53,4,16,5129,0,54,16,26,163,26794,570,94,113,2698,45,18778,13794,1306,846,37,5,0,0.53,13,0.21,4.11,0,88.6,65,0.25,2.69,0,0.25,126,0.12,0.77,0.08,S3,fr,Fr,1.45,0.08,1.231,0.219,S4,0.822095857
1151473,5,0,219,760,65,4,14,1674,0,52,16,61,163,28621,534,151,102,2609,45,19024,17027,1078,694,18,5,0,0.47,12,0.21,3.47,0,86.9,78,0.3,2.44,0,0.24,131,0.28,0.74,0.07,S4,fr,Fr,0.208,2.19,0.201,0.007,S4,0.965174129
1151474,2,0,243,842,56,4,14,236,0,55,16,60,163,23957,471,92,105,3094,45,16337,16446,1149,982,52,5,0,0.43,13,0.19,3.47,0,67.2,68,0.23,1.94,0,0.23,99,0.25,0.67,0.07,S3,fr,Fr,0.229,0.06,0.217,0.012,S4,0.944700461
1151476,2,0,235,722,57,4,7,375,0,45,16,57,163,27260,451,99,109,3164,45,14558,15666,1144,735,18,5,0,0.46,13,0.19,3.07,0,62,67,0.24,1.92,0,0.19,116,0.24,0.69,0.07,S4,fr,Fr,0.532,0.02,0.508,0.024,S4,0.952755906
1151477,2,0,170,315,77,4,7,724,0,43,16,65,163,38113,569,201,132,3125,45,11824,21777,804,640,38,5,0,0.78,18,0.26,1.85,0,69.6,128,0.45,3.35,0,0.25,224,0.38,0.96,0.09,S4,fr,Fr,1.429,0.96,1.28,0.149,S4,0.88359375
1151478,2,0,185,261,90,4,7,275,0,54,50,64,163,39213,590,172,122,3110,45,10948,27702,349,772,18,5,0,0.66,17,0.24,1.41,0,59.2,150,0.49,3.19,0,0.29,212,0.35,0.88,0.27,S4,fr,Fr,0.272,1.18,0.229,0.043,S4,0.812227074
1151480,2,0,172,453,59,4,7,3112,0,48,16,72,163,32760,603,202,131,2778,45,13790,15378,1386,811,45,5,0,0.76,16,0.26,2.63,0,80.2,89,0.34,3.51,0,0.28,190,0.42,0.95,0.09,S4,fr,Fr,0.679,0.02,0.612,0.067,S4,0.890522876
1151481,2,0,248,570,69,4,7,279,0,56,16,113,163,31608,765,387,100,2223,45,23127,14550,349,551,18,5,0,0.4,9,0.18,2.3,0,93.3,59,0.28,3.08,0,0.23,127,0.46,0.66,0.06,S4,fr,Fr,0.294,0.04,0.188,0.106,MI3,0.436170213
1151485,2,0,172,246,61,4,7,352,0,39,16,60,163,36453,546,199,135,2980,45,10579,17879,858,621,39,5,0,0.78,17,0.26,1.43,0,61.5,104,0.35,3.17,0,0.23,212,0.35,0.95,0.09,S4,fr,Fr,0.209,0.06,0.149,0.06,S4,0.597315436
1151486,2,0,202,272,56,4,7,590,0,38,16,26,163,34926,632,204,124,2771,45,12777,13603,349,426,18,5,0,0.61,14,0.22,1.35,0,63.3,67,0.28,3.13,0,0.19,173,0.13,0.81,0.08,S4,fr,Fr,0.194,3.32,0.136,0.058,S4,0.573529412
1151491,2,0,191,514,61,4,7,45,0,54,16,26,163,33969,622,129,132,3144,45,16101,15654,719,728,43,5,0,0.69,16,0.24,2.69,0,84.3,82,0.32,3.26,0,0.28,178,0.14,0.85,0.08,S4,fr,Fr,0.199,0.38,0.141,0.058,S3,0.588652482
1151494,2,0,225,799,55,4,16,70,0,50,16,65,163,29638,581,136,136,3073,45,16669,14117,706,743,52,5,0,0.6,14,0.2,3.55,0,74.1,63,0.24,2.58,0,0.22,132,0.29,0.72,0.07,S4,fr,Fr,1.002,0.24,0.956,0.046,S3,0.951882845
1151503,2,0,196,296,57,4,7,301,0,44,33,67,163,39061,615,205,154,2773,45,10530,14402,349,503,18,5,0,0.79,14,0.23,1.51,0,53.7,73,0.29,3.14,0,0.22,199,0.34,0.83,0.17,S4,sr,Tr,0.128,0.21,0.106,0.022,S4,0.79245283
1151509,2,0,154,489,64,4,7,132,0,51,38,95,163,29850,667,274,117,2083,45,20692,12809,349,584,53,5,0,0.76,14,0.29,3.18,0,134.4,83,0.42,4.33,0,0.33,194,0.62,1.06,0.25,I2,sr,Tr,0.223,0.73,0.215,0.008,I2,0.962790698
1151514,2,0,120,598,61,4,7,21,0,49,16,58,163,20477,507,226,86,1619,45,24256,14577,849,604,42,5,0,0.72,13,0.38,4.98,0,202.1,121,0.51,4.23,0,0.41,171,0.48,1.36,0.13,I2,fr,Fr,0.651,0.16,0.563,0.088,I2,0.843694494
1151517,2,0,193,361,86,4,7,1109,0,68,16,54,163,33779,527,166,124,2570,45,12599,20731,349,736,18,5,0,0.64,13,0.23,1.87,0,65.3,107,0.45,2.73,0,0.35,175,0.28,0.84,0.08,S4,fr,Fr,0.24,0.2,0.188,0.052,S4,0.723404255
1151522,2,0,180,673,56,4,18,619,0,44,16,52,163,20977,491,152,100,2312,45,22334,16333,751,750,38,5,0,0.56,13,0.25,3.74,0,124.1,91,0.31,2.73,0,0.24,117,0.29,0.91,0.09,S3,fr,Fr,0.179,0.36,0.136,0.043,S4,0.683823529
1151558,2,0,137,646,74,4,7,7,0,48,54,61,163,20925,504,205,91,1754,45,26257,20025,892,894,52,5,0,0.66,13,0.33,4.72,0,191.7,146,0.54,3.68,0,0.35,153,0.45,1.19,0.39,I2,fr,Fr,0.236,0.14,0.185,0.051,I2,0.724324324
1151601,4,0,130,509,65,4,15,344,0,52,16,57,163,22648,555,230,92,1734,45,26455,16710,349,702,42,5,0,0.71,13,0.35,3.92,0,203.5,129,0.5,4.27,0,0.4,174,0.44,1.25,0.12,I2,fr,Fr,0.227,0.06,0.177,0.05,I2,0.717514124
1151606,4,0,130,604,78,4,7,25,0,43,37,70,163,22536,548,240,85,1747,45,24998,17682,349,740,18,5,0,0.65,13,0.35,4.65,0,192.3,136,0.6,4.22,0,0.33,173,0.54,1.25,0.28,I2,fr,Fr,0.148,0.98,0.108,0.04,I2,0.62962963
1151612,7,0,126,532,64,4,15,922,0,42,35,76,163,21117,554,252,107,1600,45,22479,16285,1108,1090,38,5,0,0.85,13,0.36,4.22,0,178.4,129,0.51,4.4,0,0.33,168,0.6,1.29,0.28,I2,fr,Fr,0.153,0.61,0.113,0.04,I2,0.646017699
1151614,2,0,61,186,65,4,7,356,0,53,16,55,163,22292,601,272,94,1596,45,24104,15082,349,425,18,5,0,1.54,26,0.74,3.05,0,395.2,247,1.07,9.85,0,0.87,365,0.9,2.67,0.26,S4,fr,Fr,0.629,0.16,0.613,0.016,S4,0.973898858
1151615,2,0,77,216,72,4,7,568,0,49,16,70,163,29281,849,303,129,1758,45,27403,17387,349,532,47,5,0,1.68,23,0.58,2.81,0,355.9,226,0.94,11.03,1,0.64,380,0.91,2.12,0.21,S4,fr,Fr,1.432,0.51,1.4,0.032,S4,0.977142857
1151617,2,0,118,308,48,4,7,1747,0,37,16,26,163,21952,483,165,104,1945,45,17009,12099,349,450,18,5,0,0.88,16,0.38,2.61,0,144.1,103,0.41,4.09,0,0.31,186,0.22,1.38,0.14,S4,fr,Fr,0.192,1.12,0.147,0.045,S4,0.693877551
1151625,2,0,174,209,93,4,7,32,0,50,41,26,163,35667,668,168,127,2969,45,6616,29187,349,643,18,5,0,0.73,17,0.26,1.2,0,38,168,0.53,3.84,0,0.29,205,0.15,0.94,0.24,S4,fr,Fr,0.149,0.53,0.11,0.039,S4,0.645454545
