Hole_ID,Fe_Zr,Ni_Zr,Co_Zr,Cu_Zr,L1_Niton,L2_Niton,Ox_Niton,Au_Total,MagSus,Au,Au_Tails,Solid_L1,Recovery
940557,243,0.72,0.89,0.27,S4,fr,Fr,0.214,0.13,0.166,0.048,S4,0.710843373
940558,272,0.77,0.99,0.21,S4,fr,Fr,0.409,0.11,0.328,0.081,S4,0.75304878
940561,281,0.51,0.81,0.39,S4,fr,Fr,0.744,0.1,0.666,0.078,S4,0.882882883
940562,239,0.58,0.85,0.3,S4,fr,Fr,1.255,0.12,1.096,0.159,S4,0.854927007
940563,265,0.76,0.85,0.22,S4,fr,Fr,0.256,0.22,0.189,0.067,S4,0.645502646
940572,264,0.6,0.86,0.25,S4,fr,Fr,0.565,0.14,0.362,0.203,S4,0.439226519
940607,186,0.42,0.91,0.09,S4,fr,Fr,0.171,0.06,0.117,0.054,S4,0.538461538
940631,181,0.29,0.84,0.08,R,c,R,0.213,0,0.189,0.024,R,0.873015873
940632,200,0.28,0.71,0.2,S4,sp,Ox,0.131,0.05,0.109,0.022,S4,0.798165138
940633,154,0.25,0.65,0.06,S4,sp,Ox,0.196,0,0.17,0.026,S4,0.847058824
940634,178,0.28,0.73,0.07,S3,sp,Ox,0.23,0,0.192,0.038,S4,0.802083333
940636,273,0.54,0.91,0.18,S4,sp,Ox,1.224,0.06,1.144,0.08,S4,0.93006993
940637,289,0.39,0.98,0.23,S4,sp,Ox,1.702,0.08,1.662,0.04,S4,0.975932611
940638,239,0.39,0.91,0.19,S4,sp,Ox,0.13,0.03,0.108,0.022,S4,0.796296296
940639,216,0.35,0.9,0.2,S4,sp,Ox,0.467,0.03,0.457,0.01,S4,0.978118162
940641,218,0.35,0.82,0.08,S4,sp,Ox,0.134,0.05,0.112,0.022,S4,0.803571429
940645,240,0.53,0.8,0.22,S4,sp,Ox,0.267,0.05,0.247,0.02,S4,0.91902834
940648,221,0.47,0.85,0.08,S4,sr,Tr,0.126,0.03,0.105,0.021,S4,0.8
940649,228,0.47,0.82,0.08,S4,sr,Tr,0.199,0.08,0.173,0.026,S4,0.849710983
940650,197,0.5,0.93,0.09,S4,sr,Tr,0.451,0.08,0.411,0.04,S4,0.902676399
940652,228,0.36,0.83,0.08,S4,sr,Tr,0.513,0.03,0.483,0.03,S4,0.937888199
940653,267,0.52,1.07,0.1,S4,sr,Tr,4.601,0.03,4.461,0.14,S4,0.968616902
940654,274,0.89,1.23,0.12,S4,sr,Tr,11.657,0.03,11.397,0.26,S4,0.977186979
940655,324,0.65,1.23,0.12,S4,sr,Tr,44.329,0.03,42.977,1.352,S4,0.968541313
940656,183,0.98,0.6,0.18,S4,sr,Tr,5.847,0.01,5.817,0.03,S4,0.994842702
940657,223,0.71,0.88,0.37,S4,sr,Tr,5.54,0.05,5.42,0.12,S4,0.977859779
940658,219,0.7,0.81,0.28,S4,sr,Tr,3.322,0.05,3.242,0.08,S4,0.975323874
940659,180,0.98,0.88,0.3,S4,sr,Tr,3.046,0.01,2.836,0.21,S4,0.925952045
940660,235,0.93,0.86,0.08,S4,sr,Tr,3.296,0.03,3.176,0.12,S4,0.962216625
940662,189,0.61,0.82,0.2,S4,sr,Tr,1.341,0.1,1.301,0.04,S4,0.96925442
940663,210,0.91,0.93,0.22,S4,sr,Tr,1.884,0.05,1.854,0.03,S4,0.98381877
940664,225,1.02,0.8,0.25,S4,sr,Tr,1.422,0.11,1.312,0.11,S4,0.916158537
940665,196,0.7,0.74,0.19,S4,sr,Tr,4.158,0.05,3.998,0.16,S4,0.95997999
940666,263,0.83,0.88,0.27,S4,sr,Tr,3.151,0.08,2.921,0.23,S4,0.921259843
940667,208,0.94,0.82,0.18,S4,sr,Tr,2.561,0.03,2.361,0.2,S4,0.915290131
940668,185,0.64,0.94,0.2,S4,fr,Fr,4.81,0.03,4.6,0.21,S4,0.954347826
940669,132,0.5,0.75,0.16,S4,fr,Fr,0.681,0.05,0.678,0.003,S4,0.995575221
940670,104,0.36,0.67,0.14,S3,fr,Fr,0.254,0.03,0.214,0.04,S4,0.813084112
940671,81,0.47,0.66,0.16,S3,fr,Fr,0.217,0.01,0.156,0.061,S4,0.608974359
940675,103,0.42,1.14,0.11,S3,fr,Fr,0.272,0.01,0.242,0.03,S4,0.876033058
940677,77,0.16,0.98,0.1,S3,fr,Fr,0.462,0.01,0.432,0.03,S4,0.930555556
940678,70,0.37,0.65,0.17,S3,fr,Fr,0.259,0.01,0.191,0.068,S4,0.643979058
940680,161,0.37,0.83,0.24,S3,fr,Fr,0.212,0.01,0.209,0.003,S4,0.985645933
940681,193,0.78,0.93,0.27,S3,fr,Fr,0.585,0.03,0.525,0.06,S4,0.885714286
940688,203,0.75,1.09,0.29,S4,fr,Fr,0.324,0.06,0.264,0.06,S4,0.772727273
940697,128,0.07,0.46,0.04,R,c,R,0.19,0,0.168,0.022,R,0.869047619
940702,116,0.09,0.56,0.05,S3,sp,Ox,0.154,0.03,0.122,0.032,S4,0.737704918
940703,139,0.19,0.55,0.05,S3,sp,Ox,0.134,0.06,0.104,0.03,S4,0.711538462
940704,167,0.27,0.64,0.13,S3,sp,Ox,0.173,0.05,0.14,0.033,S4,0.764285714
940707,87,0.12,0.29,0.03,R,a,R,0.129,0,0.116,0.013,R,0.887931034
940708,221,0.25,0.57,0.06,S3,sp,Ox,0.963,0.08,0.864,0.099,S4,0.885416667
940709,155,0.24,0.51,0.13,S4,sp,Ox,0.3,0.05,0.26,0.04,S4,0.846153846
940711,158,0.23,0.52,0.14,S4,sp,Ox,0.165,0.6,0.141,0.024,S4,0.829787234
940712,220,0.33,0.82,0.25,S4,sp,Ox,0.755,0.13,0.407,0.348,S4,0.144963145
940713,197,0.31,0.76,0.18,S4,sp,Ox,0.975,0.06,0.726,0.249,S4,0.657024793
940714,265,0.38,0.95,0.19,S4,sp,Ox,0.159,0.1,0.135,0.024,S4,0.822222222
940716,213,0.37,0.92,0.28,S4,sp,Ox,0.15,0.06,0.127,0.023,S4,0.818897638
940726,153,0.21,1.29,0.13,I2,sp,Ox,0.852,0.01,0.683,0.169,I2,0.752562225
940732,168,0.24,0.73,0.17,S4,sr,Tr,0.136,0.05,0.114,0.022,S4,0.807017544
940733,271,0.64,1.38,0.31,S4,sr,Tr,0.181,0.18,0.156,0.025,S4,0.83974359
940742,183,0.31,0.83,0.08,S4,sr,Tr,0.607,0.05,0.418,0.189,S4,0.54784689
940743,208,0.34,0.83,0.2,S4,sr,Tr,1.086,0.13,0.926,0.16,S4,0.827213823
940748,214,0.45,0.93,0.09,S4,sr,Tr,1.432,0.13,1.332,0.1,S4,0.924924925
940749,215,0.15,0.91,0.09,S4,fr,Fr,0.664,0.13,0.614,0.05,S4,0.918566775
940751,256,0.43,1.04,0.1,S4,fr,Fr,0.216,0.08,0.168,0.048,S4,0.714285714
940754,166,0.32,0.84,0.08,S4,fr,Fr,0.456,0.1,0.406,0.05,S4,0.876847291
940757,178,0.26,0.8,0.16,S3,fr,Fr,0.497,0.1,0.417,0.08,S4,0.808153477
940758,88,0.11,0.71,0.07,S4,fr,Fr,0.156,0.11,0.116,0.04,S4,0.655172414
940760,238,0.39,0.95,0.09,S4,fr,Fr,0.391,0.11,0.261,0.13,S4,0.501915709
940762,124,0.17,1.04,0.1,S4,fr,Fr,0.268,0.08,0.265,0.003,S4,0.988679245
940764,174,0.13,0.82,0.18,S4,fr,Fr,0.215,0.18,0.167,0.048,S4,0.71257485
940770,175,0.14,0.91,0.09,S4,fr,Fr,0.706,0.21,0.586,0.12,S4,0.795221843
940771,151,0.27,0.82,0.08,S4,fr,Fr,0.451,0.26,0.421,0.03,S4,0.928741093
940774,157,0.35,0.87,0.09,S3,fr,Fr,3.022,0.16,2.812,0.21,S4,0.925320057
940775,198,0.37,0.87,0.17,S4,fr,Fr,0.643,0.32,0.515,0.128,S4,0.751456311
940776,164,0.4,1.2,0.12,S4,fr,Fr,0.177,0.43,0.122,0.055,S4,0.549180328
940779,187,0.26,1.63,0.16,S4,fr,Fr,0.501,0.36,0.431,0.07,S4,0.837587007
940780,266,0.24,1.5,0.15,S4,fr,Fr,0.701,0.94,0.661,0.04,S4,0.939485628
940781,223,0.48,1.16,0.11,S4,fr,Fr,0.187,0.59,0.143,0.044,S4,0.692307692
940782,200,0.45,1,0.1,S4,fr,Fr,0.496,0.3,0.446,0.05,S4,0.887892377
940783,165,0.14,0.89,0.09,S4,fr,Fr,1.16,0.53,1.13,0.03,S4,0.973451327
940785,188,0.41,0.84,0.08,S4,fr,Fr,0.215,0.26,0.167,0.048,S4,0.71257485
940787,143,0.21,0.59,0.06,S4,sp,Ox,0.148,0,0.125,0.023,S4,0.816
940790,206,0.41,0.87,0.09,S4,sp,Ox,0.152,0.26,0.129,0.023,S4,0.821705426
940791,177,0.32,0.94,0.18,S4,sp,Ox,0.173,0.3,0.148,0.025,S4,0.831081081
940793,193,0.37,0.82,0.08,S4,sp,Ox,0.148,0.11,0.125,0.023,S4,0.816
940794,240,0.38,0.93,0.09,S4,sp,Ox,0.218,0.06,0.19,0.028,S4,0.852631579
940798,222,0.47,0.8,0.16,S4,sp,Ox,0.148,2.11,0.125,0.023,S4,0.816
940799,211,0.47,1.21,0.12,S4,sr,Tr,0.381,0.1,0.33,0.051,S4,0.845454545
940801,206,0.49,0.95,0.09,S4,sr,Tr,0.208,0.16,0.181,0.027,S4,0.850828729
940802,201,0.5,1.12,0.11,S4,sr,Tr,0.719,0.13,0.652,0.067,S4,0.897239264
940804,183,0.42,0.98,0.1,S4,sr,Tr,0.196,2.5,0.17,0.026,S4,0.847058824
940806,247,0.55,0.99,0.19,S4,sr,Tr,0.175,0.15,0.15,0.025,S4,0.833333333
940821,229,0.55,0.93,0.23,S4,fr,Fr,0.485,0.18,0.395,0.09,S4,0.772151899
940822,244,0.65,0.94,0.29,S4,fr,Fr,0.226,0.36,0.176,0.05,S4,0.715909091
940823,194,0.63,1.34,0.13,S4,fr,Fr,0.347,2.63,0.257,0.09,S4,0.649805447
940824,250,0.78,1.17,0.12,I2,fr,Fr,0.217,2.52,0.214,0.003,I2,0.985981308
940834,229,0.54,1.02,0.31,S4,fr,Fr,0.176,0.14,0.133,0.043,S4,0.676691729
940835,235,0.55,0.98,0.26,S4,fr,Fr,0.185,0.16,0.141,0.044,S4,0.687943262
940837,238,0.64,0.87,0.29,S4,fr,Fr,0.309,0.14,0.209,0.1,S4,0.5215311
940838,284,0.71,1.01,0.22,S4,fr,Fr,0.418,0.14,0.278,0.14,S4,0.496402878
940841,219,0.64,0.9,0.19,S4,fr,Fr,0.918,0.16,0.739,0.179,S4,0.757780785
940843,298,0.73,1,0.32,S4,fr,Fr,0.357,0.14,0.248,0.109,S4,0.560483871
940844,297,0.68,1.06,0.27,S4,fr,Fr,0.334,0.12,0.235,0.099,S4,0.578723404
940846,287,0.73,0.98,0.4,S4,fr,Fr,1.063,0.28,0.703,0.36,S4,0.487908962
940847,335,0.93,1.12,0.32,S4,fr,Fr,0.556,0.26,0.307,0.249,S4,0.188925081
940848,284,0.65,1.03,0.29,S4,fr,Fr,0.555,0.08,0.348,0.207,S4,0.405172414
940850,291,0.85,1.29,0.13,S4,fr,Fr,0.511,0.16,0.342,0.169,S4,0.505847953
940851,318,0.61,1.07,0.4,S4,fr,Fr,0.46,0.22,0.32,0.14,S4,0.5625
940853,182,0.58,0.92,0.31,S4,fr,Fr,0.287,0.16,0.237,0.05,S4,0.789029536
940855,178,0.54,0.9,0.22,S4,fr,Fr,0.179,0.16,0.136,0.043,S4,0.683823529
940856,219,0.59,0.95,0.28,S4,fr,Fr,0.19,0.88,0.145,0.045,S4,0.689655172
1109445,217,0.66,0.92,0.34,S4,fr,Fr,1.06,0.12,0.49,0.57,S4,-0.163265306
1109446,217,0.66,0.92,0.34,S4,fr,Fr,0.247,0.18,0.198,0.049,S4,0.752525253
1109447,217,0.66,0.92,0.34,S4,fr,Fr,0.176,0.1,0.133,0.043,S4,0.676691729
940869,244,0.72,0.99,0.24,S4,fr,Fr,0.152,0.22,0.113,0.039,S4,0.654867257
940871,218,0.55,0.87,0.09,S4,fr,Fr,0.151,0.61,0.112,0.039,S4,0.651785714
940873,194,0.5,0.8,0.21,S4,fr,Fr,0.337,0.88,0.267,0.07,S4,0.737827715
940875,181,0.66,0.78,0.08,S4,fr,Fr,0.179,0.02,0.136,0.043,S4,0.683823529
940876,201,0.51,0.88,0.09,S4,fr,Fr,0.214,0.26,0.166,0.048,S4,0.710843373
940880,188,0.13,0.82,0.23,S4,fr,Fr,0.229,0.12,0.179,0.05,S4,0.720670391
940881,168,0.47,0.84,0.21,S4,fr,Fr,0.599,0.12,0.399,0.2,S4,0.498746867
940882,156,0.58,0.8,0.22,S3,fr,Fr,1.118,0.12,0.778,0.34,S4,0.562982005
940883,127,0.51,0.89,0.09,S3,fr,Fr,0.228,0.26,0.165,0.063,S4,0.618181818
940884,190,0.68,1.2,0.12,S3,fr,Fr,1.421,0.16,1.053,0.368,S4,0.650522317
940886,283,0.83,1.03,0.37,S4,fr,Fr,1.55,0.22,1.061,0.489,S4,0.539114043
940890,213,0.63,0.88,0.23,S4,fr,Fr,0.848,0.1,0.459,0.389,S4,0.152505447
940892,238,0.66,0.96,0.25,S4,fr,Fr,0.247,0.2,0.194,0.053,S4,0.726804124
940893,233,0.61,0.85,0.39,S4,fr,Fr,0.16,0.3,0.12,0.04,S4,0.666666667
940894,172,0.77,1.01,0.22,S3,fr,Fr,0.52,0.51,0.301,0.219,S4,0.272425249
940899,188,0.38,0.92,0.09,S4,fr,Fr,0.602,1.14,0.24,0.362,S4,-0.508333333
940900,231,0.6,1.15,0.11,S4,fr,Fr,0.502,0.28,0.232,0.27,S4,-0.163793103
940901,260,0.62,1.14,0.32,S4,fr,Fr,1.635,0.92,1.086,0.549,S4,0.494475138
940903,90,0.27,0.73,0.07,S3,fr,Fr,0.38,0.63,0.241,0.139,S4,0.423236515
940905,90,0.27,0.73,0.07,S3,fr,Fr,0.252,0.14,0.185,0.067,S4,0.637837838
940906,238,0.5,0.96,0.24,S3,fr,Fr,0.664,0.57,0.335,0.329,S4,0.017910448
940907,175,0.36,0.81,0.21,S3,fr,Fr,0.98,0.61,0.545,0.435,S4,0.201834862
940910,246,0.53,0.86,0.29,S3,fr,Fr,0.678,0.04,0.339,0.339,S4,0
940915,245,0.68,0.93,0.22,S4,fr,Fr,2.862,0.06,1.83,1.032,S4,0.436065574
940916,246,0.75,0.99,0.34,S4,fr,Fr,0.431,0.14,0.262,0.169,S4,0.354961832
940917,134,0.33,0.61,0.06,S4,fr,Fr,0.572,0.14,0.363,0.209,S4,0.424242424
940919,110,0.32,0.64,0.16,S3,fr,Fr,0.217,0.14,0.156,0.061,S4,0.608974359
940920,212,0.43,0.93,0.23,S3,fr,Fr,0.246,0.12,0.243,0.003,S4,0.987654321
940924,219,0.47,0.84,0.22,S4,fr,Fr,0.371,0.3,0.252,0.119,S4,0.527777778
940925,239,0.52,0.92,0.29,S4,fr,Fr,0.26,0.82,0.2,0.06,S4,0.7
940930,395,0.92,1.07,0.35,S4,fr,Fr,0.587,0.18,0.329,0.258,S4,0.215805471
940943,119,0.28,0.57,0.16,R,c,R,0.611,0,0.479,0.132,R,0.724425887
940947,193,0.54,1.18,0.31,I2,sp,Ox,0.509,0.08,0.329,0.18,I2,0.452887538
940948,187,0.64,1.16,0.28,I2,sp,Ox,0.15,0.08,0.127,0.023,I2,0.818897638
940949,223,0.93,1.11,0.25,I2,sp,Ox,0.173,0.06,0.148,0.025,I2,0.831081081
940950,261,1.03,1.25,0.12,I2,sp,Ox,0.156,0.1,0.133,0.023,I2,0.827067669
940951,280,0.86,1.85,0.18,I2,sp,Ox,0.278,0.06,0.208,0.07,I2,0.663461538
940953,269,0.56,0.9,0.27,I2,sp,Ox,0.131,0.23,0.11,0.021,I2,0.809090909
940969,232,0.75,0.74,0.2,S4,sr,Tr,0.498,0.1,0.359,0.139,S4,0.61281337
940970,233,0.9,0.8,0.08,S4,fr,Fr,0.183,0.13,0.127,0.056,S4,0.559055118
940971,261,0.76,0.95,0.09,S4,fr,Fr,3.168,0.11,2.283,0.885,S4,0.612352168
940973,203,0.56,0.77,0.21,S4,fr,Fr,0.178,0.14,0.135,0.043,S4,0.681481481
940974,182,0.4,0.83,0.22,S4,fr,Fr,0.542,0.14,0.494,0.048,S4,0.902834008
940975,207,0.68,0.85,0.31,S4,fr,Fr,2.593,0.12,1.809,0.784,S4,0.566611388
940976,236,0.58,0.71,0.14,S4,fr,Fr,0.212,0.18,0.164,0.048,S4,0.707317073
940977,225,0.7,0.98,0.36,S4,fr,Fr,0.903,0.16,0.735,0.168,S4,0.771428571
940978,226,0.55,0.9,0.23,S4,fr,Fr,0.892,0.14,0.4,0.492,S4,-0.23
940980,220,0.42,1.08,0.3,S4,fr,Fr,0.244,0.14,0.2,0.044,S4,0.78
940981,225,0.64,1.02,0.24,S4,fr,Fr,7.608,0.16,5.978,1.63,S4,0.727333556
940986,205,0.55,0.86,0.23,S4,fr,Fr,0.19,0.2,0.145,0.045,S4,0.689655172
940989,261,0.77,0.89,0.18,S4,fr,Fr,0.502,0.18,0.24,0.262,S4,-0.091666667
940990,293,0.87,0.85,0.31,S4,fr,Fr,5.067,0.2,3.262,1.805,S4,0.446658492
940991,297,0.98,1.11,0.11,S4,fr,Fr,1.363,0.1,1.057,0.306,S4,0.710501419
940992,212,0.5,0.71,0.07,S4,fr,Fr,0.795,0.14,0.496,0.299,S4,0.397177419
1048002,90,0.33,0.78,0.08,S3,fr,Fr,0.164,0.32,0.111,0.053,S4,0.522522523
1048003,77,0.25,0.64,0.14,S3,fr,Fr,0.228,0.59,0.165,0.063,S4,0.618181818
1048012,256,0.92,1.02,0.29,S4,fr,Fr,2.071,0.53,1.291,0.78,S4,0.395817196
1048013,174,0.72,0.69,0.2,S4,fr,Fr,1.169,0.14,0.749,0.42,S4,0.439252336
1048016,299,0.78,1.04,0.41,S4,fr,Fr,1.997,0.14,1.228,0.769,S4,0.373778502
1048017,270,0.74,1.04,0.28,S4,fr,Fr,0.543,0.1,0.235,0.308,S4,-0.310638298
1048018,344,0.94,1.46,0.37,S4,fr,Fr,2.483,0.12,1.258,1.225,S4,0.026232114
1048019,295,1.01,1.19,0.26,S4,fr,Fr,2.448,0.04,0.713,1.735,S4,-1.433380084
1048020,327,0.76,1.7,0.17,S4,fr,Fr,2.15,0.16,1.101,1.049,S4,0.047229791
1048025,156,0.64,1.07,0.11,S3,fr,Fr,2.927,0.02,2.439,0.488,S4,0.799917999
1048026,180,0.76,0.59,0.15,S4,fr,Fr,1.073,0.1,0.654,0.419,S4,0.359327217
1048027,233,0.7,1.02,0.42,S4,fr,Fr,1.806,0.04,1.041,0.765,S4,0.265129683
1048029,195,0.66,0.54,0.05,S4,fr,Fr,2.937,0.1,2.141,0.796,S4,0.628211116
1048031,194,0.84,0.85,0.22,S4,fr,Fr,0.165,0.3,0.112,0.053,S4,0.526785714
1048032,106,0.44,0.67,0.07,S4,fr,Fr,0.369,0.49,0.26,0.109,S4,0.580769231
1048034,492,1.05,2.14,0.21,S4,fr,Fr,0.181,0.02,0.138,0.043,S4,0.688405797
1048037,255,0.62,0.96,0.09,S4,fr,Fr,0.162,0.12,0.121,0.041,S4,0.661157025
1048039,302,0.51,0.85,0.35,S3,fr,Fr,0.404,0.49,0.275,0.129,S4,0.530909091
1048040,226,0.54,0.87,0.29,S3,fr,Fr,0.39,0.04,0.202,0.188,S4,0.069306931
1048045,213,0.47,0.82,0.28,S4,fr,Fr,0.335,0.55,0.235,0.1,S4,0.574468085
1048046,249,0.63,0.86,0.24,S4,fr,Fr,0.173,0.22,0.131,0.042,S4,0.679389313
1048047,198,0.54,0.82,0.3,S4,fr,Fr,0.521,0.2,0.353,0.168,S4,0.52407932
1048050,185,0.56,0.81,0.26,S4,fr,Fr,0.16,0.18,0.12,0.04,S4,0.666666667
1048051,197,0.58,0.82,0.22,S4,fr,Fr,0.205,0.12,0.158,0.047,S4,0.702531646
1048054,224,0.66,0.9,0.32,S4,fr,Fr,0.232,0.14,0.181,0.051,S4,0.718232044
1048055,218,0.72,0.98,0.31,S4,fr,Fr,1.437,0.26,1.108,0.329,S4,0.703068592
1048056,286,0.71,1.38,0.29,S4,fr,Fr,1.934,0.1,1.299,0.635,S4,0.511162433
1048057,259,0.83,1.03,0.37,S4,fr,Fr,4.123,0.47,2.624,1.499,S4,0.428734756
1048059,320,0.65,1.15,0.44,S4,fr,Fr,3.242,0.26,1.811,1.431,S4,0.209828824
1048060,379,0.95,1.26,0.34,S4,fr,Fr,3.48,0.79,1.917,1.563,S4,0.184663537
1048062,218,0.41,0.83,0.2,S4,fr,Fr,0.472,0.12,0.243,0.229,S4,0.057613169
1048063,291,0.4,0.94,0.32,S4,fr,Fr,1.171,0.36,0.596,0.575,S4,0.035234899
1048064,263,0.5,0.94,0.36,S4,fr,Fr,1.331,0.22,0.971,0.36,S4,0.629248198
1048066,356,0.8,1.16,0.27,S4,fr,Fr,0.516,0.43,0.258,0.258,S4,0
1048067,387,0.87,1.22,0.38,S4,fr,Fr,2.991,0.2,1.454,1.537,S4,-0.057083906
1048068,219,0.51,0.85,0.22,S4,fr,Fr,0.533,0.22,0.374,0.159,S4,0.57486631
1048069,339,0.5,1.26,0.12,S4,fr,Fr,2.432,0.16,1.19,1.242,S4,-0.043697479
1048070,177,0.48,0.93,0.09,S3,fr,Fr,0.556,0.26,0.307,0.249,S4,0.188925081
1048075,222,0.58,0.85,0.24,S4,fr,Fr,0.609,0.73,0.43,0.179,S4,0.58372093
1048097,287,0.65,1.03,0.36,S4,sp,Ox,0.372,0,0.283,0.089,S4,0.685512367
1048099,153,0.4,0.69,0.24,S4,sp,Ox,0.132,0.11,0.11,0.022,S4,0.8
1048100,134,0.44,0.87,0.19,S4,sp,Ox,0.182,0.13,0.157,0.025,S4,0.840764331
1048101,175,0.39,0.82,0.27,S4,sp,Ox,0.473,0.2,0.384,0.089,S4,0.768229167
1048102,65,0.21,0.55,0.14,S3,sp,Ox,0.215,0.15,0.178,0.037,S4,0.792134831
1048108,74,0.34,0.59,0.06,S3,sr,Tr,0.699,0.2,0.609,0.09,S4,0.852216749
1048109,184,0.2,1.23,0.33,S4,sr,Tr,30.613,0.26,29.573,1.04,S4,0.964832787
1048110,247,0.18,1.12,0.32,S4,sr,Tr,6.664,0.84,5.144,1.52,S4,0.704510109
1048111,221,0.58,0.97,0.3,S4,sr,Tr,4.469,0.78,3.849,0.62,S4,0.8389192
1048112,274,0.16,0.99,0.4,S4,sr,Tr,8.901,0.28,7.861,1.04,S4,0.86770131
1048113,278,0.76,1.07,0.42,S4,sr,Tr,1.952,0.08,1.702,0.25,S4,0.853113984
1048114,222,0.39,0.92,0.45,S4,sr,Tr,1.414,0.13,1.234,0.18,S4,0.854132901
1048115,312,0.57,1.05,0.31,S4,sr,Tr,3.857,0.45,3.157,0.7,S4,0.77827051
1048116,264,0.35,1.05,0.4,S4,sr,Tr,7.551,2.8,5.791,1.76,S4,0.696080124
1048118,266,0.15,0.94,0.32,S4,sr,Tr,0.674,1.14,0.671,0.003,S4,0.995529061
1048119,185,0.16,0.99,0.1,S4,sr,Tr,0.163,0.82,0.116,0.047,S4,0.594827586
1048124,208,0.14,0.87,0.57,S4,fr,Fr,2.725,0.4,2.595,0.13,S4,0.949903661
1048125,97,0.1,0.65,0.14,S3,fr,Fr,7.28,0.13,6.98,0.3,S4,0.957020057
1048133,83,0.11,0.7,0.07,S3,fr,Fr,0.158,0.08,0.106,0.052,S4,0.509433962
1048134,191,0.26,0.77,0.08,S4,fr,Fr,2.988,0.08,2.658,0.33,S4,0.875846501
1048136,215,0.22,1.37,0.13,S4,fr,Fr,11.836,1.12,11.046,0.79,S4,0.928480898
1048138,307,0.47,1.41,0.14,S4,fr,Fr,41.395,0.02,39.575,1.82,S4,0.954011371
1048139,210,0.27,0.62,0.06,S4,fr,Fr,2.873,0.14,2.653,0.22,S4,0.917075009
1048142,101,0.13,0.82,0.08,S3,fr,Fr,0.468,0.02,0.465,0.003,S4,0.993548387
1048143,79,0.12,0.74,0.07,S3,fr,Fr,0.501,0.02,0.498,0.003,S4,0.993975904
1048144,159,0.13,0.84,0.08,S4,fr,Fr,0.917,0.1,0.737,0.18,S4,0.755766621
1048145,134,0.13,0.79,0.08,S3,fr,Fr,0.433,0.08,0.313,0.12,S4,0.616613419
1048146,152,0.15,0.96,0.09,S3,fr,Fr,3.076,0.06,2.956,0.12,S4,0.959404601
1048149,94,0.11,0.72,0.07,S3,fr,Fr,0.195,0.04,0.137,0.058,S4,0.576642336
1048151,73,0.11,0.7,0.07,S3,fr,Fr,0.256,0.36,0.189,0.067,S4,0.645502646
1048152,139,0.26,0.64,0.06,S4,fr,Fr,0.551,0.02,0.501,0.05,S4,0.900199601
1048153,158,0.1,0.62,0.19,S4,fr,Fr,4.274,0.04,3.964,0.31,S4,0.921796165
1048154,199,0.12,0.77,0.19,S4,fr,Fr,0.226,0.06,0.176,0.05,S4,0.715909091
1048155,219,0.39,0.96,0.09,S4,fr,Fr,3.569,0.08,3.349,0.22,S4,0.934308749
1048162,266,0.43,1.07,0.11,S4,fr,Fr,0.237,0.04,0.186,0.051,S4,0.725806452
1048163,207,0.37,0.53,0.14,S4,fr,Fr,0.368,0.18,0.278,0.09,S4,0.676258993
1048164,187,0.38,0.89,0.09,S4,fr,Fr,3.164,0.12,3.014,0.15,S4,0.95023225
1048166,187,0.38,0.89,0.09,S4,fr,Fr,18.75,0.14,17.62,1.13,S4,0.935868331
1048167,234,0.14,0.86,0.21,S4,fr,Fr,2.46,0.24,2.18,0.28,S4,0.871559633
1048169,224,0.12,0.76,0.17,S4,fr,Fr,0.633,0.08,0.523,0.11,S4,0.789674952
1048170,248,0.18,1.15,0.24,S4,fr,Fr,0.27,0.1,0.267,0.003,S4,0.988764045
1048173,160,0.25,1.58,0.16,S4,fr,Fr,0.183,0.02,0.139,0.044,S4,0.683453237
1048178,315,0.39,0.93,0.26,S4,fr,Fr,0.53,0.41,0.45,0.08,S4,0.822222222
1048179,370,0.36,0.99,0.35,S4,fr,Fr,1.52,5.16,1.4,0.12,S4,0.914285714
1048180,152,0.11,0.69,0.07,S4,fr,Fr,0.17,0.32,0.116,0.054,S4,0.534482759
1048181,244,0.16,1.03,0.1,S4,fr,Fr,0.178,0.41,0.123,0.055,S4,0.552845528
1048182,192,0.12,0.74,0.19,S4,fr,Fr,0.286,0.45,0.216,0.07,S4,0.675925926
1048185,203,0.12,0.78,0.2,S4,fr,Fr,0.418,0.16,0.328,0.09,S4,0.725609756
1048186,190,0.12,0.75,0.07,S4,fr,Fr,0.838,0.14,0.718,0.12,S4,0.832869081
1048187,258,0.14,0.88,0.27,S4,fr,Fr,0.294,0.02,0.214,0.08,S4,0.626168224
1048188,212,0.12,0.76,0.15,S4,fr,Fr,0.301,3.23,0.241,0.06,S4,0.751037344
1048189,211,0.13,0.84,0.21,S4,fr,Fr,0.515,1.55,0.425,0.09,S4,0.788235294
1048190,231,0.14,0.9,0.19,S4,fr,Fr,0.536,1.82,0.446,0.09,S4,0.798206278
1048191,205,0.14,0.87,0.09,S4,fr,Fr,0.209,0.18,0.162,0.047,S4,0.709876543
1048192,314,0.53,1.03,0.26,S4,fr,Fr,0.554,0.1,0.551,0.003,S4,0.994555354
1048193,325,0.41,1.04,0.25,S4,fr,Fr,0.555,0.14,0.485,0.07,S4,0.855670103
1048194,290,0.15,0.92,0.22,S4,fr,Fr,12.315,0.02,11.795,0.52,S4,0.955913523
1048195,309,0.15,0.94,0.31,S4,fr,Fr,2.341,0.04,2.121,0.22,S4,0.896275342
